Country Name,Country Code,Indicator Name,Indicator Code
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS
East Asia & Pacific,EAS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
East Asia & Pacific,EAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
East Asia & Pacific,EAS,"Mammal species, threatened",EN.MAM.THRD.NO
East Asia & Pacific,EAS,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
East Asia & Pacific,EAS,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
East Asia & Pacific,EAS,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
East Asia & Pacific,EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
East Asia & Pacific,EAS,Net migration,SM.POP.NETM
East Asia & Pacific,EAS,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
East Asia & Pacific,EAS,"Patent applications, residents",IP.PAT.RESD
East Asia & Pacific,EAS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
East Asia & Pacific,EAS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
East Asia & Pacific,EAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
East Asia & Pacific,EAS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
East Asia & Pacific,EAS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST
East Asia & Pacific,EAS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
East Asia & Pacific,EAS,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
East Asia & Pacific,EAS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
East Asia & Pacific,EAS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
East Asia & Pacific,EAS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
East Asia & Pacific,EAS,Regulatory Quality: Estimate,RQ.EST
East Asia & Pacific,EAS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
East Asia & Pacific,EAS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
East Asia & Pacific,EAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
East Asia & Pacific,EAS,Rule of Law: Estimate,RL.EST
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR
East Asia & Pacific,EAS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
East Asia & Pacific,EAS,Scientific and technical journal articles,IP.JRN.ARTC.SC
East Asia & Pacific,EAS,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
East Asia & Pacific,EAS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
East Asia & Pacific,EAS,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
East Asia & Pacific,EAS,Voice and Accountability: Estimate,VA.EST
East Asia & Pacific (excluding high income),EAP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS
East Asia & Pacific (excluding high income),EAP,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
East Asia & Pacific (excluding high income),EAP,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
East Asia & Pacific (excluding high income),EAP,Agricultural land (% of land area),AG.LND.AGRI.ZS
East Asia & Pacific (excluding high income),EAP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
East Asia & Pacific (excluding high income),EAP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
East Asia & Pacific (excluding high income),EAP,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
East Asia & Pacific (excluding high income),EAP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
East Asia & Pacific (excluding high income),EAP,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
East Asia & Pacific (excluding high income),EAP,Control of Corruption: Estimate,CC.EST
East Asia & Pacific (excluding high income),EAP,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
East Asia & Pacific (excluding high income),EAP,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
East Asia & Pacific (excluding high income),EAP,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
East Asia & Pacific (excluding high income),EAP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
East Asia & Pacific (excluding high income),EAP,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
East Asia & Pacific (excluding high income),EAP,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
East Asia & Pacific (excluding high income),EAP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
East Asia & Pacific (excluding high income),EAP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
East Asia & Pacific (excluding high income),EAP,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS
East Asia & Pacific (excluding high income),EAP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
East Asia & Pacific (excluding high income),EAP,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
East Asia & Pacific (excluding high income),EAP,Gini index (World Bank estimate),SI.POV.GINI
East Asia & Pacific (excluding high income),EAP,Government Effectiveness: Estimate,GE.EST
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
East Asia & Pacific (excluding high income),EAP,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
East Asia & Pacific (excluding high income),EAP,Income share held by lowest 20%,SI.DST.FRST.20
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
East Asia & Pacific (excluding high income),EAP,"Mammal species, threatened",EN.MAM.THRD.NO
East Asia & Pacific (excluding high income),EAP,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
East Asia & Pacific (excluding high income),EAP,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
East Asia & Pacific (excluding high income),EAP,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM
East Asia & Pacific (excluding high income),EAP,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
East Asia & Pacific (excluding high income),EAP,"Patent applications, residents",IP.PAT.RESD
East Asia & Pacific (excluding high income),EAP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
East Asia & Pacific (excluding high income),EAP,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
East Asia & Pacific (excluding high income),EAP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
East Asia & Pacific (excluding high income),EAP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
East Asia & Pacific (excluding high income),EAP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST
East Asia & Pacific (excluding high income),EAP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
East Asia & Pacific (excluding high income),EAP,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
East Asia & Pacific (excluding high income),EAP,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
East Asia & Pacific (excluding high income),EAP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
East Asia & Pacific (excluding high income),EAP,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
East Asia & Pacific (excluding high income),EAP,Regulatory Quality: Estimate,RQ.EST
East Asia & Pacific (excluding high income),EAP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
East Asia & Pacific (excluding high income),EAP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
East Asia & Pacific (excluding high income),EAP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
East Asia & Pacific (excluding high income),EAP,Rule of Law: Estimate,RL.EST
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
East Asia & Pacific (excluding high income),EAP,Scientific and technical journal articles,IP.JRN.ARTC.SC
East Asia & Pacific (excluding high income),EAP,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
East Asia & Pacific (excluding high income),EAP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
East Asia & Pacific (excluding high income),EAP,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
East Asia & Pacific (excluding high income),EAP,Voice and Accountability: Estimate,VA.EST
East Asia & Pacific (IDA & IBRD),TEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
East Asia & Pacific (IDA & IBRD),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS
East Asia & Pacific (IDA & IBRD),TEA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
East Asia & Pacific (IDA & IBRD),TEA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
East Asia & Pacific (IDA & IBRD),TEA,Agricultural land (% of land area),AG.LND.AGRI.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
East Asia & Pacific (IDA & IBRD),TEA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
East Asia & Pacific (IDA & IBRD),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
East Asia & Pacific (IDA & IBRD),TEA,Control of Corruption: Estimate,CC.EST
East Asia & Pacific (IDA & IBRD),TEA,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
East Asia & Pacific (IDA & IBRD),TEA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
East Asia & Pacific (IDA & IBRD),TEA,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
East Asia & Pacific (IDA & IBRD),TEA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
East Asia & Pacific (IDA & IBRD),TEA,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
East Asia & Pacific (IDA & IBRD),TEA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
East Asia & Pacific (IDA & IBRD),TEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
East Asia & Pacific (IDA & IBRD),TEA,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
East Asia & Pacific (IDA & IBRD),TEA,Forest area (% of land area),AG.LND.FRST.ZS
East Asia & Pacific (IDA & IBRD),TEA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
East Asia & Pacific (IDA & IBRD),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
East Asia & Pacific (IDA & IBRD),TEA,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
East Asia & Pacific (IDA & IBRD),TEA,Gini index (World Bank estimate),SI.POV.GINI
East Asia & Pacific (IDA & IBRD),TEA,Government Effectiveness: Estimate,GE.EST
East Asia & Pacific (IDA & IBRD),TEA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
East Asia & Pacific (IDA & IBRD),TEA,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
East Asia & Pacific (IDA & IBRD),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
East Asia & Pacific (IDA & IBRD),TEA,Income share held by lowest 20%,SI.DST.FRST.20
East Asia & Pacific (IDA & IBRD),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
East Asia & Pacific (IDA & IBRD),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
East Asia & Pacific (IDA & IBRD),TEA,"Mammal species, threatened",EN.MAM.THRD.NO
East Asia & Pacific (IDA & IBRD),TEA,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
East Asia & Pacific (IDA & IBRD),TEA,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
East Asia & Pacific (IDA & IBRD),TEA,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
East Asia & Pacific (IDA & IBRD),TEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
East Asia & Pacific (IDA & IBRD),TEA,Net migration,SM.POP.NETM
East Asia & Pacific (IDA & IBRD),TEA,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
East Asia & Pacific (IDA & IBRD),TEA,"Patent applications, residents",IP.PAT.RESD
East Asia & Pacific (IDA & IBRD),TEA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
East Asia & Pacific (IDA & IBRD),TEA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
East Asia & Pacific (IDA & IBRD),TEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
East Asia & Pacific (IDA & IBRD),TEA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
East Asia & Pacific (IDA & IBRD),TEA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
